Review,Product,Rating,Username,Date
"imut bgt ternyata...warna match untuk kulit sawo matsng, ringan di gunakan ada sensasi sdikit aroma mint",SOMETHINC Holiday Lip Tint Kit (Ombrella Lip Totem Tint),bintang 5,D***y,1/27/2024
Loose powdernya oke banget sih 🥹 super luv sama somethinc,SOMETHINC HOOMAN UNDER CONTROL HD Blur Loose Powder,bintang 5,Anastasia,1/27/2024
pengiriman cpt aman tdk pecah. pump up bottle lbh hygiene dari pipet. texture cpt menyerap tdk lengket tdk berbau (fragrance free). ada sdikit rasa ketarik harus di layer pelembab yg netral/soothing,[FLASH SALE] SOMETHINC 5% Niacinamide + Moisture Sabi Beet Serum,bintang 5,D***y,1/27/2024
tipe kulitku berminyak masalah kulitku jerawat cucok,SOMETHINC BAKUCHIOL Skinpair Oil Serum,bintang 5,G***a,1/27/2024
"Kualitasnya okei banget, ringan, good coverage, tapiiiiii kl keringetan, jadi putih di muka 😂",SOMETHINC Copy Paste Tinted Sunscreen SPF 40 PA++++,bintang 4,V***N,1/27/2024
"tipe kulitku sensitif, pakai serum ini aman sih meskipun ada wanginya. Tapi aku suka banget mulai keliatan hasilnya seperti setelah pemakaian retinol gitu..
Dapat harga 129rb oke sih",[Tasya Farasya Approved] SOMETHINC Diamond Phyto Stem Cell Serum,bintang 5,L***A,1/27/2024
Sesuai pesanan,SOMETHINC Checkmatte Transferproof Lipstick,bintang 5,WIGI,1/26/2024
pengirimannya agak lama,[FLASH SALE] SOMETHINC Calm Down! Skinpair Moisturizer - 30ml,bintang 5,S***a,1/26/2024
"Proses kirim cepat. Pesan same day jam 12 malam, dikirim hari itu jg, nyampe malam. Pas bgt untungnya krn lg butuh buat besok paginya. Jarak expired cuma setahun.",SOMETHINC HALO POTION Liquid Volume Highlighter,bintang 5,C***a,1/26/2024
"Baru coba sekali dan tipis2 dulu ga 2jari, bismillah semoga cocok dan berhasil baik",SOMETHINC Copy Paste Tinted Sunscreen SPF 40 PA++++,bintang 5,Geugeu,1/26/2024
"membantu banget ngurangi jerawat, habis dipakek juga gaada sensasi ketarik, terus busanya juga tipe yang gabanyak bubble nya",SOMETHINC ACNEDOT Treatment Low pH Cleanser,bintang 5,A***r,1/26/2024
Barang sesuai deskripsi. Kualitas terbaik original. Pengiriman ontime. Thanks,SOMETHINC 10% Niacinamide Barrier Serum,bintang 5,Aris,1/26/2024
"produknya ok, produk cepat blend dgn warna kulit wajah sehingga terlihat natural dan tidak oily di wajah saya yg tipe berminyak.",SOMETHINC Copy Paste Tinted Sunscreen SPF 40 PA++++,bintang 5,theresia,1/26/2024
tipe kulitku kering tipe kulitku normal,SOMETHINC 5% Niacinamide + Moisture Sabi Beet Serum,bintang 5,H***a,1/26/2024
sesuai order,SOMETHINC 10% Lactic + Glycolic Peeling Serum,bintang 5,Joe,1/26/2024
"teksturnya ringan kayak air, cepat meresap dan minim fragrance. aku suka serum ini karena ga bikin gampang break out tipe kulitku berminyak masalah kulitku pori besar",SOMETHINC Revive Potion 3% Arbutin + Bakuchiol,bintang 5,E***n,1/26/2024
"pengiriman ke medan cepat, cuma sayangnya jasa pengirimannya kurir rekomendasi x, kdg bermasalah & nyasar. lebih baik diperhatikan kembali bekerjasama dengan jasa pengiriman yg seperti apa baiknya. karena untk ajukan komplain produk juga harus nunggu maksimal 7 hari, pembeli udh panik duluan dong klo paketnya malah nyampe ke rumah org yg ntah dmna tanpa ada kabar dari kurir, tau2 dibilang udh diterima pembeli.",SOMETHINC 5% Niacinamide + Moisture Sabi Beet Serum,bintang 5,V***a,1/26/2024
"pengiriman ke medan cepat, cuma sayangnya jasa pengirimannya kurir rekomendasi x, kdg bermasalah & nyasar. lebih baik diperhatikan kembali bekerjasama dengan jasa pengiriman yg seperti apa baiknya. karena untk ajukan komplain produk juga harus nunggu maksimal 7 hari, pembeli udh panik duluan dong klo paketnya malah nyampe ke rumah org yg ntah dmna tanpa ada kabar dari kurir, tau2 dibilang udh diterima pembeli.",SOMETHINC RESURRECT Multibiome Serum,bintang 5,V***a,1/26/2024
GATAL DAN PANAS BANGET GA BISA TIDUR. sudah tanya admin chat sblmnya keluhan muka saya dan direkomendasi in beli ini. cuma 1x pakai gatal banget. tengah malem bangun ga kuat sampe cuci muka lagi,SOMETHINC SKIN GOALS Moisture Silk Cremè,bintang 1,H***n,1/26/2024
"Cepat banget nyampenya, pesan kemarin hari ini sudah datang aja 😁 baru pertama kali pakai produk somethinc semoga cocok untuk wajahku dan bikin glowing. tipe kulitku berminyak",[DT] SOMETHINC Diamond Phyto Stem Cell Serum,bintang 5,M***a,1/26/2024
penipu,SOMETHINC 5% Niacinamide + Moisture Sabi Beet Serum,bintang 1,Nervy,1/26/2024
tipe kulitku berminyak masalah kulitku jerawat,[Tasya Farasya Approved] SOMETHINC Calm Down! Skinpair Moisturizer,bintang 5,A***a,1/26/2024
"saya belum coba lama produk nya, baru sekitar 2 hari tapi rasanya nyaman nyaman saja, admin fast respon, dan packaging ok, dibuatkan seolah barang premium",SOMETHINC 5% Niacinamide Barrier Serum,bintang 5,Saddam,1/26/2024
No review found,[FLASH SALE] SOMETHINC Low pH Gentle Jelly Cleanser,bintang 5,L***a,1/26/2024
"Mantapp barangnya sdh diterima yoooo, smoga berguna",SOMETHINC 10% Niacinamide + Moisture Sabi Beet Brightening Serum,bintang 5,T***o,1/26/2024
"Produk sesuai deskripsi, pack aman dan cepaat. Mantap",SOMETHINC [2 PCS] Paket Matte Perfection (HOOMAN Powder + BADASS),bintang 5,Anastasia,1/26/2024
Proses cepat. Pengiriman cepat. Produk sesuai. Terima kasih…,[FLASH SALE] SOMETHINC Holyshield! UV Watery Sunscreen Gel SPF 50+,bintang 5,V***n,1/26/2024
No review found,SOMETHINC THE NOBLES Eyeshadow Palette - Volume 1,bintang 5,A***a,1/26/2024
dapet harga 15rb yeaaaay!,SOMETHINC SRSLY Balancer Makeup Setting Spray,bintang 5,Mayang,1/26/2024
No review found,SOMETHINC Holyshield! Sunscreen Comfort Corrector Serum SPF 50+ PA++++,bintang 5,Lilis,1/26/2024
Packaging rapi dan niat Padahal cm beli 1 eyeliner👍,SOMETHINC Velvet Sugar Kohl Waterproof Gel Eyeliner,bintang 5,d***i,1/26/2024
"baru coba semoga cocok shade Nina ini,kalau moisturizer nya sudah andalan banget tipe kulitku berminyak tipe kulitku kombinasi under tone kulitku netral",SOMETHINC [2 PCS] Perfect Combo Makeup Prep Kit,bintang 5,l***a,1/26/2024
"pas untuk tipe kulitku kombinasi, under tone kulitku warm",SOMETHINC HOOMAN Breathable Cushion Cover SPF 35 PA++++,bintang 4,A***a,1/26/2024
No review found,[Tasya Farasya Approved] SOMETHINC Calm Down! Skinpair Moisturizer,bintang 5,indah,1/26/2024
No review found,SOMETHINC ASAP Eyelash & Brow Treatment Serum - Serum Bulu Mata,bintang 5,indah,1/26/2024
No review found,SOMETHINC PEPTINOL Granactive Retinoid+Peptide Night Moisturizer Creme,bintang 5,indah,1/26/2024
barangnya sudah datang dengan selamat.. semoga cocok di kulit aku😊,SOMETHINC Salmon DNA + Marine Collagen Elixir,bintang 5,indah,1/26/2024
dpt potongan harga plus dikasih bonus penjepit bulu mata. Terimakasih somethinc,[Tasya Farasya Approved] SOMETHINC Calm Down! Skinpair Moisturizer,bintang 5,Sari,1/26/2024
"Facial wash favorit, membersihkan dgn baik, tidak bikin kulit kering.",SOMETHINC Low pH Gentle Jelly Cleanser - Face Wash / Face Cleanser,bintang 5,A***a,1/26/2024
"Beli banyak 4 pcs murah satuan jadi 40ribuan, tapi sayang ED awal 2025 gak ada di deskripsi",SOMETHINC HANGOVER Voluminous Fiber Lash Smudgeproof Mascara,bintang 4,R***a,1/26/2024
"Beli banyak 4 pcs murah satuan jadi 40ribuan, tapi sayang ED awal 2025 gak ada di deskripsi",SOMETHINC HANGOVER Voluminous Fiber Lash Smudgeproof Mascara,bintang 4,R***a,1/26/2024
"barang diterima dengan baik, kurir cepat, dan terima kasih bonusnya.",[Tasya Farasya Approved] SOMETHINC Calm Down! Skinpair Moisturizer,bintang 5,r***u,1/26/2024
"Yeayyy finally, sampai juga. Packing aman dan rapih. Lumayan dapat potongan harga. Terima kasih seller🥰❤️",SOMETHINC Badass Breathable Full Coverage 12HR Serum Foundation,bintang 5,R***a,1/26/2024
"Aplikasinya mudah, ga mbleber dan ujungnya runcing. Warnanya jg jetblack. Love it!",SOMETHINC FOREVER STAY Waterproof Liquid Eyeliner,bintang 5,Desy,1/26/2024
tipe kulitku kombinasi,SOMETHINC Copy Paste Tinted Sunscreen SPF 40 PA++++,bintang 5,h***i,1/26/2024
sampenya cepet cuma seharii,SOMETHINC [2 PCS] Paket Best Seller Layering Serum,bintang 5,a***a,1/26/2024
"under tone kulitku cool, tipe kulitku kombinasi

Lipsticknya beneran transferproof, sangat matte dan light, recommended for daily use juga karena lumayan tahan
lama.

Sunscreennya berat untuk ukuran sunscreen tp lighter than foundie, finishingnya dewy dan coveragenya average. Easy to blend dan kalau udah set gak terlalu transfer.",SOMETHINC [2 PCS] Sheer Glam Makeup Kit (Tinted Sunscreen + Lipstick),bintang 5,N***i,1/26/2024
paket aman ga ada kerusakan,[Tasya Approved] SOMETHINC Holyshield! UV Watery Gel SPF 50+ PA++++,bintang 5,Rosdiana,1/26/2024
paket aman ga ada kerusakan,SOMETHINC Reset Gentle Micellar Cleansing Water,bintang 5,Rosdiana,1/26/2024
"kulit ku kering v zone dan minyakan di t zone semoga cocok ga bikin makin berminyak, soalnya sama cushion nya aku cocok bgt",SOMETHINC Copy Paste Tinted Sunscreen SPF 40 PA++++,bintang 5,F***a,1/25/2024
"Lagi diskon parahhh cus langsung belii karna emang bener bagus dan waterproof.. packaging nya keren aman bgt, padahal pensil aja gitu tapi kotak nya kek paket skincare 😁😁✨✨✨",SOMETHINC FOREVER STAY Waterproof Liquid Eyeliner,bintang 5,R***a,1/25/2024
"si lokal yg okeeee, happy krn smua serum yg kupake cucok 😊",SOMETHINC Dark Spot Reducer Ampoule,bintang 5,S***a,1/25/2024
"si lokal yg okeeee, happy krn smua serum yg kupake cucok 😊",SOMETHINC Level 1% Encapsulated Retinol,bintang 5,S***a,1/25/2024
tipe kulitku berminyak tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan tipe kulitku kering masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,SOMETHINC [2 PCS] Paket Calm Down Series Skinpair Bubble Cleanser,bintang 5,Tya,1/25/2024
"Original 
Fast delivery 
Great packing",[Tasya Approved] SOMETHINC Holyshield! UV Watery Gel SPF 50+ PA++++,bintang 5,D***i,1/25/2024
baru mau nyoba hehe semoga cocok,SOMETHINC Holyshield! Sunscreen Comfort Corrector Serum SPF 50+ PA++++,bintang 5,m***a,1/25/2024
Blom dicoba smoga bagus,[FLASH SALE] SOMETHINC ACNE SHOT AC Overnight Treatment Spot Cream,bintang 5,E***a,1/25/2024
"Harga murah dpt 140k plus dapat Cashback 22rb.

Maa syaa Allah.",SOMETHINC [2 PCS] Paket Skincare Pilihan,bintang 5,A***a,1/25/2024
"Bagus sekali, suka banget
cocok di aku. Ada semriwing²nya

Mana dapat harga murah lagi

Terimakasih seller🫶🫶🫶",SOMETHINC Ombrella Lip Totem Tint,bintang 5,Safeti,1/25/2024
thank you kak barangnya sudah sampai. terima kasih bonusnya,SOMETHINC 5% Niacinamide Barrier Serum,bintang 5,Faisal,1/25/2024
"cepat sampainya, packing aman banget",SOMETHINC AHA BHA PHA Peeling Solution,bintang 5,R***a,1/25/2024
barang sampai dgn baik,SOMETHINC Reset Gentle Micellar Cleansing Water,bintang 5,S***i,1/25/2024
waaaaaawww,SOMETHINC 5% Niacinamide + Moisture Sabi Beet Serum,bintang 5,David,1/25/2024
tipe kulitku sensitif masalah kulitku jerawat tipe kulitku kering,SOMETHINC [2 PCS] Paket Calm Down Series Skinpair R-Cover Cream,bintang 5,n***r,1/25/2024
"terbaik memang, tidak pernah gagal dari dlu",SOMETHINC IDOL BLURRY Soft Lip Matte - Lip Cream Matte,bintang 5,Silvi,1/25/2024
tipe kulitku sensitif,[FLASH SALE] SOMETHINC CERAMIC SKIN Saviour Moisturizer Gel,bintang 5,Nurhayati,1/25/2024
Bwneran baguuus,SOMETHINC Checkmatte Transferproof Lipstick,bintang 5,T***a,1/25/2024
"Barang sudah sampai, pengiriman cepat, pengemasan safety",SOMETHINC Calm Down! Skinpair Barrier Serum,bintang 5,P***i,1/25/2024
"Barang sudah sampai, pengiriman cepat, pengemasan safety",SOMETHINC Dark Spot Reducer Ampoule,bintang 5,P***i,1/25/2024
"Barang sudah sampai, pengiriman cepat, pengemasan safety",SOMETHINC 5% Niacinamide + Moisture Sabi Beet Serum,bintang 5,P***i,1/25/2024
mantap pengirimannya cepat. packing aman besar banget padahal isinya kecil dan didalamnya dilapis lg dengan bubble wrap.,"SOMETHINC AHA 7%, BHA 1%, PHA 3% Weekly Peeling Solution",bintang 5,Iwan,1/25/2024
warnanya bagus tahan lama. ringan di bibir,SOMETHINC Checkmatte Transferproof Lipstick,bintang 5,Aristi,1/25/2024
dapet gift penjepit bulu mata dan baguss. happy🤍 thanks somethinc,[Tasya Farasya Approved] SOMETHINC Calm Down! Skinpair Moisturizer,bintang 5,Feby,1/25/2024
Maaf tapi di saya masih luntur eyeliner nya.,SOMETHINC SCANDAL Waterproof Retractable Eyeliner,bintang 3,Veronica,1/25/2024
barang cepat sampai walaupun pesan nya malam dan barang nya sampai esok harinya,[DT] SOMETHINC 10% Niacinamide + Moisture Sabi Beet Brightening Serum,bintang 5,Archibal,1/25/2024
"Paket aman tdk pecah.
Lipstick shade soleyn jatuh nya coral sedikit coklat muda di saya. Texture kering harus pakai lipbalm dulu aebelum di swipe.
Bedak translucent menghaluskan texture kulit tapi tidak menutup noda bekas jerawat/pori2 memang fungsi nya lbh buat setting powder atau untuk yg benar2 natural tanpa warna",SOMETHINC [2 PCS] Clean Girl Makeup Starter Kit,bintang 5,D***y,1/25/2024
Good lahh,[DT] SOMETHINC Holyshield! Sunscreen Corrector Serum SPF 50+ PA++++,bintang 5,B***g,1/25/2024
No review found,SOMETHINC [3 PCS] Man Basic Skincare,bintang 5,a***a,1/25/2024
selalu berlangganan... mantap .. kulitku jadi kinclong.. jadi glowing sampe2 sekampung nyangka aku ini orang korea.,[FLASH SALE] SOMETHINC 5% Niacinamide + Moisture Sabi Beet Serum,bintang 4,Sutisna,1/25/2024
tipe kulitku berminyak,SOMETHINC 2% BHA Salicylic Acid Liquid Perfector,bintang 5,J***y,1/25/2024
Luber yang tengah,SOMETHINC Holiday Lip Tint Kit (Ombrella Lip Totem Tint),bintang 3,Puput,1/25/2024
"Paket aman cepat tiba. texture cepat meresap ada sedikit scent seperti bubble gum jadul.
tidak ada bekas greasy or white cast, tidak lengket.
krn sdg sale harga terjangkau worth to try buat test nyaman dipakai or not, biasamya pki sinscreen skinti*** yg lbh pricey",[FLASH SALE] SOMETHINC Holyshield! UV Watery Sunscreen Gel SPF 50+,bintang 5,D***y,1/25/2024
No review found,SOMETHINC SKIN GOALS Vita Propolis Glow Essence Toner,bintang 5,Fairuz,1/25/2024
No review found,SOMETHINC BEE POWER Propolis Glow Lip Serum,bintang 5,Fairuz,1/25/2024
No review found,[Tasya Farasya Approved] SOMETHINC Diamond Phyto Stem Cell Serum,bintang 5,Fairuz,1/25/2024
No review found,[Tasya Farasya Approved] SOMETHINC Diamond Phyto Stem Cell Serum,bintang 5,Fairuz,1/25/2024
No review found,SOMETHINC Calm Down! Skinpair Bubble Cleanser - Face Wash,bintang 5,Fairuz,1/25/2024
No review found,SOMETHINC SKIN GOALS Brightening Body Crème,bintang 5,Fairuz,1/25/2024
No review found,SOMETHINC ASAP Eyelash & Brow Treatment Serum - Serum Bulu Mata,bintang 5,Fairuz,1/25/2024
"sementara fotonya, setelah pemakaian 1 bulan semoga masih dikasih kesempatan update review hasilnya. soalnya biasa cuma pakai yang skin barrier nya somethinc, tapi karena 1 bulan penuh kemarin rutin olahraga di luar jadinya kok kusam. jadi ini pertama coba serum dari dunia perputihan 🤣🤭",SOMETHINC [3 PCS] SKIN SOLVER Kulit Cerah Glowing Maksimal Kit,bintang 5,Fairuz,1/25/2024
"packing rapih & aman, proses pengiriman cepat, barang2nya dalam kondisi baik. Belum dicoba, semoga cocok & hasilnya bagus",SOMETHINC [2 PCS] Double Toning Kulit Bebas Breakout,bintang 5,a***r,1/24/2024
Thank You. 😃,SOMETHINC IDOL BLURRY Soft Lip Matte - Lip Cream Matte,bintang 5,erwin,1/24/2024
"kalo ini udh pernah pake sebelumnya dan cocok2 aja sih, thanks seller",SOMETHINC Calm Down! PHA 3% Soothing Everyday Toner,bintang 5,Angelica,1/24/2024
"ini juga baru mau coba, semoga cocok, thanks seller",SOMETHINC Salmon DNA + Marine Collagen Elixir,bintang 5,Angelica,1/24/2024
"baru mau coba, semoga cocok",[Tasya Approved] SOMETHINC Holyshield! UV Watery Gel SPF 50+ PA++++,bintang 5,Angelica,1/24/2024
No review found,SOMETHINC Revive Potion 3% Arbutin + Bakuchiol,bintang 5,Angelica,1/24/2024
Sip,[Tasya Farasya Approved] SOMETHINC Diamond Phyto Stem Cell Serum,bintang 5,l***a,1/24/2024
Waterproof dan tahan lama,SOMETHINC FOREVER STAY Waterproof Liquid Eyeliner,bintang 5,Wenty,1/24/2024
Ringan. Masih transfer walopun udah pake setting spray. Setelah botol dikocok isinya suka beleberrr. Shade bijoux ini versatile sekali ternyata,SOMETHINC Copy Paste Tinted Sunscreen SPF 40 PA++++,bintang 5,P***t,1/24/2024
tipe kulitku kombinasi,SOMETHINC [2 PCS] SKIN SOLVER Bebas dari Bekas Jerawat Kit,bintang 5,N***a,1/24/2024
tipe kulitku normal,SOMETHINC 5% Niacinamide Barrier Serum,bintang 5,N***a,1/24/2024
"tipe kulitku kombinasi, somethinc bagus tapi isinya ga penuh. kedepannya semoga kagak ya ini kayak ga 100ml",[FLASH SALE] SOMETHINC Low pH Gentle Jelly Cleanser,bintang 4,Muthia,1/24/2024
"belum pernah nyoba yg hooman, smg cocok dikulit",SOMETHINC (REFILL) Hooman Breathable UV Cushion Cover SPF35 PA++++,bintang 4,D***a,1/24/2024
"Pacaking super baik
Pengiriman super cepat
Product super oke plus dpt harga diskon",SOMETHINC Checkmatte Transferproof Lipstick,bintang 5,Vibry,1/24/2024
"Tekstur: kental bukan yg cair gitu, wangi permen karet suguss tapi ttp enak ga menyengat, kinerja produk belum terlalu terasa, baru pemakaian 2 minggu tipe kulitku kering",[Tasya Farasya Approved] SOMETHINC Diamond Phyto Stem Cell Serum,bintang 5,A***i,1/24/2024
"baru mo nyoba hangover mascara nya.moga sesuai dgn harapan aku ya..
kl omega butter nya emng best",SOMETHINC [2 PCS] Hangover Mascara x Omega Butter Deep Cleansing Balm,bintang 5,m***h,1/24/2024
"ini eyeliner gel pencil yg bener2 kecintaan aku.bener2 awet biar d pake seharian ,udh kena wudhu dll ttp on..secinta ituu",SOMETHINC SCANDAL Waterproof Retractable Eyeliner,bintang 5,m***h,1/24/2024
"Udah di kecewain sama pembelian yg lalu, akhirnya paket yg sekarang sesuai dikirim free nyaa!!!",SOMETHINC [5 PCS] Paket Lengkap Acnedot Series,bintang 5,R***i,1/24/2024
tipe kulitku berminyak masalah kulitku pori besar,SOMETHINC HYALuronic9+ Advanced + B5 Serum,bintang 5,D***a,1/24/2024
"tipe kulitku sensitif, tapi cocok pakai ini, nyaman dan enak digunakan",[DT] SOMETHINC Holyshield! Sunscreen Corrector Serum SPF 50+ PA++++,bintang 5,alif,1/24/2024
"Salah satu sunscreen favorit, cukup lama jadi incaran, selain real spf, gak bikin whitecast buat kulit muka cowok, ada sensasi dinginnya juga.",[Tasya Approved] SOMETHINC Holyshield! UV Watery Gel SPF 50+ PA++++,bintang 5,Luhur,1/24/2024
tipe kulitku berminyak tipe kulitku kering tipe kulitku kombinasi tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,SOMETHINC [2 PCS] SKIN SOLVER Kulit Cerah Bebas Kerutan Kit,bintang 5,Tantry,1/24/2024
"ringan, warnanya gelap, bagus, sesuai pesanan, tapi gk senempel itu ternyata di bibir aku",SOMETHINC Checkmatte Transferproof Lipstick,bintang 4,Indira,1/24/2024
bagus tahan lama trus waterproof bakal beli lagi sih kalo habis ahahhaa,SOMETHINC HANGOVER Voluminous Fiber Lash Smudgeproof Mascara,bintang 5,D***a,1/24/2024
"pengirimannya cepat euyy, top bangetttttt",SOMETHINC HYALuronic9+ Advanced + B5 Serum,bintang 5,s***o,1/24/2024
Baru mau coba semoga cocok.,SOMETHINC Holyshield! Sunscreen Comfort Corrector Serum SPF 50+ PA++++,bintang 5,F***a,1/24/2024
"alhamdulillah cepat prosesnya, br mau coba produknya mudah2an cck bt wajah aq yg lagi bruntusan, makasi seller dapet bonus cermin luccu.. tipe kulitku kombinasi",SOMETHINC [4 PCS] Paket Lengkap Calm Down Series,bintang 5,Nur,1/24/2024
"Hurayyy, sudah ada fitur Ambil di Tempat jadi ngga perlu ribet ribet lagi buat ganti alamat ke Raja Ampat🎉🥳",SOMETHINC - Nakama Beauty Bazaar 2024 - (MAKEUP),bintang 5,Claudia,1/24/2024
tipe kulitku kering under tone kulitku cool,SOMETHINC (REFILL) COPY PASTE BREATHABLE MESH CUSHION SPF 33 PA++,bintang 5,S***a,1/24/2024
pembeluan pertama....mudah2an sesuai dengan deskripsi,SOMETHINC [3 PCS] Layering Serum Diamond + Moisturizer,bintang 5,Semeru,1/24/2024
"Beli ini krn sering bgt liat review beauty influencers, dan emg sebagus ituu! pagi pakai cushion nya dlu, siang nya touch up pake ini. purrrrfect! 
btw skin type aku combination, undertone nya cool",[PRE-ORDER] SOMETHINC Copy Paste Tinted Sunscreen SPF 40 PA++++,bintang 5,R***y,1/24/2024
tipe kulitku kombinasi masalah kulitku pori besar. first try ini semoga cocok 😄. packing nya aman kotaknya besar padahal isinya satu serum aja,SOMETHINC AHA BHA PHA Peeling Solution,bintang 5,paw,1/24/2024
No review found,SOMETHINC Badass Breathable Full Coverage 12HR Serum Foundation,bintang 5,S***i,1/24/2024
No review found,SOMETHINC HOOMAN Breathable Cushion Cover SPF 35 PA++++,bintang 5,S***i,1/24/2024
Matt tp gak kering. Smooth bgt.,SOMETHINC HOOMAN UNDER CONTROL HD Blur Loose Powder,bintang 5,A***a,1/24/2024
Ringan gampang diblend! Cocok buat daily,SOMETHINC Copy Paste Tinted Sunscreen SPF 40 PA++++,bintang 5,A***a,1/24/2024
"Alhamdulilah sampe dgn aman, baru sekali pake langsung terasa kenyal, meresap dgn sempurna.. moga cocok",SOMETHINC 10% Niacinamide + Moisture Sabi Beet Brightening Serum,bintang 5,Yuanita,1/24/2024
bagus bgt!!!!,SOMETHINC Checkmatte Transferproof Lipstick,bintang 5,puu,1/24/2024
Bagus banget untuk bersihin muka apalagi kalau habis pakai make-up yang super tebal. Pakai ini muka berasa bersih banget dan setelahnya terasa halus dan glowing. Warna kemasannya juga lucu banget. Thanks seller,SOMETHINC Omega Butter Deep Cleansing Balm,bintang 5,D***i,1/24/2024
"Barang sampai dengan aman. Cuma di aku agak ke abu2an dikit, tp masih bisa ditoleransi. Thx ya",[FLASH SALE] SOMETHINC Holyshield! Sunscreen Corrector Serum SPF 50+ ,bintang 5,intan,1/24/2024
"ga cocok, di wajahku jadi bruntusan+jerawat bermunculan.",SOMETHINC Low pH Gentle Jelly Cleanser - Face Wash / Face Cleanser,bintang 1,Nabilah,1/23/2024
di wajahku bikin timbul bruntusan,[Tasya Farasya Approved] SOMETHINC Calm Down! Skinpair Moisturizer,bintang 1,Nabilah,1/23/2024
tipe kulitku berminyak,SOMETHINC [5 PCS] Paket Lengkap Acnedot Series,bintang 5,sui,1/23/2024
No review found,SOMETHINC GAME CHANGER Tripeptide Eye Concentrate Gel,bintang 3,l***a,1/23/2024
No review found,[DT] SOMETHINC Diamond Phyto Stem Cell Serum,bintang 5,ida,1/23/2024
"packing rapih, smoga cocok.. .kurir blàçk list",SOMETHINC PEPTINOL Granactive Retinoid+Peptide Night Moisturizer Creme,bintang 5,h***i,1/23/2024
"praktis cocok untuk satu keluarga, nyaman buat yg muda dan yg tua",SOMETHINC 350ml Low pH Gentle Jelly Cleanser - Face Wash,bintang 5,a***i,1/23/2024
"ini pembelian ketiga (klo ga salah). overall utk kasiatnya lmyn ok (not impressive, but ok). menghidrasi undereye dgn baik. yg disayangkan.. kualitas kemasan kurang bagus. saya ga merasa simpan sembarangan tp bagian tutupan pecah dgn sendirinya. pertama kali beli kirain saya yg ceroboh mgkn sempet ngejatohin, tp setelah setiap pembelian selalu pecah/retak.. kayaknya memang kualitas plastiknya yg kurang bagus. 
semoga bisa diperbaiki menjadi lbh kuat.",SOMETHINC GAME CHANGER Tripeptide Eye Concentrate Gel,bintang 4,Petra,1/23/2024
"pengiriman nya cepet bgt,  baru mau cobaaa tp somethic ga meragukan si",SOMETHINC HANGOVER Voluminous Fiber Lash Smudgeproof Mascara,bintang 5,s***a,1/23/2024
tipe kulitku kering,SOMETHINC Low pH Gentle Jelly Cleanser - Face Wash / Face Cleanser,bintang 5,Darti,1/23/2024
"Meskipun mesennya telat (waktu hari libur), tapi seller gercep ngirimnya",[FLASH SALE] SOMETHINC Low pH Gentle Jelly Cleanser,bintang 5,omar,1/23/2024
"barang bagus, sesuai ekspektasi",SOMETHINC FOREVER STAY Waterproof Liquid Eyeliner,bintang 5,natasya,1/23/2024
"barang sudah sampai, bagus sesuai ekspektasi",SOMETHINC HANGOVER Voluminous Fiber Lash Smudgeproof Mascara,bintang 5,natasya,1/23/2024
"Wangi mint, awet.",SOMETHINC Checkmatte Transferproof Lipstick,bintang 5,Asti,1/23/2024
barang nya ok tp kenapa pengiriman nya lama banget :( makasih ya,SOMETHINC Holiday Lip Tint Kit (Ombrella Lip Totem Tint),bintang 5,S***a,1/23/2024
Bikin kulit jadi moist seharian. Aku pakai setelah pakai make up. Ok bgt ini.,SOMETHINC VITA PROPOLIS Hydra Power Mist,bintang 5,Yunita,1/23/2024
barang sampai dg bagus,SOMETHINC 350ml Low pH Gentle Jelly Cleanser - Face Wash,bintang 5,L***s,1/23/2024
tipe kulitku berminyak,SOMETHINC [2 PCS] Exclusive Beautifully Skinpair Kit,bintang 5,Rohani,1/23/2024
udah 2 tahun ini pake somethinc. so far suka sih sama copy paste!,SOMETHINC (REFILL) COPY PASTE BREATHABLE MESH CUSHION SPF 33 PA++,bintang 5,Fararine,1/23/2024
udah repeat order sih ini. so far ok ok aja. bagus,SOMETHINC Omega Butter Deep Cleansing Balm,bintang 5,Fararine,1/23/2024
"Sebelum check out tentukan warna dengan filter IG official account, pastikan pencahayaan baik. Lightweight (ringan di wajah), oksidasi minim, nyatu dengan warna kulit, light coverage. Dipakai wudhu luntur, tapi menurut saya wajar karena sunscreen biasanya juga butuh reapply.",SOMETHINC Copy Paste Tinted Sunscreen SPF 40 PA++++,bintang 5,Dinda,1/23/2024
tipe kulitku sensitif tipe kulitku berminyak,SOMETHINC [2 PCS] Makeup Starter Kit (Tinted Sunscreen + Loose Powder),bintang 5,T***i,1/23/2024
tipe kulitku kombinasi,SOMETHINC HOOMAN UNDER CONTROL HD Blur Loose Powder,bintang 5,Rotua,1/23/2024
"niacinemade membantu mencerahkan kulit,, biar gk kusam 😍😍 tipe kulitku normal",SOMETHINC 10% Niacinamide + Moisture Sabi Beet Brightening Serum,bintang 5,Rosidah,1/23/2024
"barang diterima dalam kondisi baik, produk tersegel, belum dicoba.",SOMETHINC PEPTINOL Granactive Retinoid+Peptide Night Moisturizer Creme,bintang 5,U***i,1/23/2024
